GradeID,StudentID,ModuleID,GradeValue,isDeleted
1,1,73,7,0
2,1,74,NULL,0
3,1,75,NULL,0
4,1,76,9,0
5,1,77,4,0
6,1,78,NULL,0
7,1,79,NULL,0
8,1,80,10,0
9,1,81,5,0
10,1,82,NULL,0
11,1,83,NULL,0
12,1,84,9,0
13,2,25,NULL,0
14,2,26,NULL,0
15,2,27,NULL,0
16,2,28,NULL,0
17,2,29,NULL,0
18,2,30,9,0
19,2,31,4,0
20,2,32,NULL,0
21,2,33,NULL,0
22,2,34,NULL,0
23,2,35,NULL,0
24,2,36,6,0
25,3,25,NULL,0
26,3,26,10,0
27,3,27,NULL,0
28,3,28,NULL,0
29,3,29,NULL,0
30,3,30,NULL,0
31,3,31,10,0
32,3,32,NULL,0
33,3,33,NULL,0
34,3,34,NULL,0
35,3,35,NULL,0
36,3,36,8,0
37,4,37,NULL,0
38,4,38,NULL,0
39,4,39,6,0
40,4,40,NULL,0
41,4,41,NULL,0
42,4,42,NULL,0
43,4,43,9,0
44,4,44,9,0
45,4,45,NULL,0
46,4,46,NULL,0
47,4,47,NULL,0
48,4,48,NULL,0
49,5,109,4,0
50,5,110,NULL,0
51,5,111,NULL,0
52,5,112,8,0
53,5,113,NULL,0
54,5,114,NULL,0
55,5,115,NULL,0
56,5,116,4,0
57,5,117,10,0
58,5,118,NULL,0
59,5,119,NULL,0
60,5,120,NULL,0
61,6,1,6,0
62,6,2,5,0
63,6,3,NULL,0
64,6,4,8,0
65,6,5,NULL,0
66,6,6,NULL,0
67,6,7,NULL,0
68,6,8,NULL,0
69,6,9,6,0
70,6,10,NULL,0
71,6,11,NULL,0
72,6,12,NULL,0
73,7,13,5,0
74,7,14,NULL,0
75,7,15,NULL,0
76,7,16,NULL,0
77,7,17,NULL,0
78,7,18,9,0
79,7,19,NULL,0
80,7,20,6,0
81,7,21,NULL,0
82,7,22,NULL,0
83,7,23,8,0
84,7,24,NULL,0
85,8,73,NULL,0
86,8,74,NULL,0
87,8,75,NULL,0
88,8,76,NULL,0
89,8,77,NULL,0
90,8,78,9,0
91,8,79,NULL,0
92,8,80,9,0
93,8,81,NULL,0
94,8,82,NULL,0
95,8,83,8,0
96,8,84,6,0
97,9,73,NULL,0
98,9,74,NULL,0
99,9,75,NULL,0
100,9,76,NULL,0
101,9,77,NULL,0
102,9,78,NULL,0
103,9,79,NULL,0
104,9,80,6,0
105,9,81,5,0
106,9,82,NULL,0
107,9,83,6,0
108,9,84,NULL,0
109,10,85,NULL,0
110,10,86,NULL,0
111,10,87,NULL,0
112,10,88,NULL,0
113,10,89,NULL,0
114,10,90,4,0
115,10,91,NULL,0
116,10,92,NULL,0
117,10,93,NULL,0
118,10,94,NULL,0
119,10,95,NULL,0
120,10,96,8,0
121,11,25,NULL,0
122,11,26,4,0
123,11,27,NULL,0
124,11,28,NULL,0
125,11,29,4,0
126,11,30,NULL,0
127,11,31,NULL,0
128,11,32,NULL,0
129,11,33,NULL,0
130,11,34,NULL,0
131,11,35,NULL,0
132,11,36,9,0
133,12,1,9,0
134,12,2,NULL,0
135,12,3,4,0
136,12,4,6,0
137,12,5,NULL,0
138,12,6,NULL,0
139,12,7,NULL,0
140,12,8,NULL,0
141,12,9,NULL,0
142,12,10,NULL,0
143,12,11,10,0
144,12,12,NULL,0
145,13,49,6,0
146,13,50,8,0
147,13,51,4,0
148,13,52,8,0
149,13,53,7,0
150,13,54,10,0
151,13,55,4,0
152,13,56,9,0
153,13,57,4,0
154,13,58,8,0
155,13,59,5,0
156,13,60,7,0
157,14,49,7,0
158,14,50,4,0
159,14,51,8,0
160,14,52,5,0
161,14,53,7,0
162,14,54,5,0
163,14,55,6,0
164,14,56,6,0
165,14,57,9,0
166,14,58,10,0
167,14,59,10,0
168,14,60,10,0
169,15,97,9,0
170,15,98,4,0
171,15,99,8,0
172,15,100,8,0
173,15,101,5,0
174,15,102,9,0
175,15,103,4,0
176,15,104,6,0
177,15,105,7,0
178,15,106,9,0
179,15,107,6,0
180,15,108,7,0
181,16,85,NULL,0
182,16,86,NULL,0
183,16,87,NULL,0
184,16,88,NULL,0
185,16,89,NULL,0
186,16,90,NULL,0
187,16,91,NULL,0
188,16,92,NULL,0
189,16,93,8,0
190,16,94,4,0
191,16,95,NULL,0
192,16,96,NULL,0
193,17,25,6,0
194,17,26,NULL,0
195,17,27,NULL,0
196,17,28,8,0
197,17,29,NULL,0
198,17,30,NULL,0
199,17,31,7,0
200,17,32,9,0
201,17,33,NULL,0
202,17,34,NULL,0
203,17,35,NULL,0
204,17,36,NULL,0
205,18,109,NULL,0
206,18,110,NULL,0
207,18,111,NULL,0
208,18,112,NULL,0
209,18,113,NULL,0
210,18,114,4,0
211,18,115,NULL,0
212,18,116,5,0
213,18,117,9,0
214,18,118,NULL,0
215,18,119,NULL,0
216,18,120,NULL,0
217,19,37,NULL,0
218,19,38,NULL,0
219,19,39,NULL,0
220,19,40,NULL,0
221,19,41,NULL,0
222,19,42,NULL,0
223,19,43,NULL,0
224,19,44,NULL,0
225,19,45,NULL,0
226,19,46,NULL,0
227,19,47,NULL,0
228,19,48,NULL,0
229,20,49,6,0
230,20,50,8,0
231,20,51,10,0
232,20,52,4,0
233,20,53,10,0
234,20,54,8,0
235,20,55,7,0
236,20,56,10,0
237,20,57,9,0
238,20,58,9,0
239,20,59,4,0
240,20,60,6,0
241,21,25,NULL,0
242,21,26,NULL,0
243,21,27,7,0
244,21,28,7,0
245,21,29,NULL,0
246,21,30,NULL,0
247,21,31,NULL,0
248,21,32,9,0
249,21,33,NULL,0
250,21,34,NULL,0
251,21,35,NULL,0
252,21,36,NULL,0
253,22,73,7,0
254,22,74,5,0
255,22,75,6,0
256,22,76,NULL,0
257,22,77,NULL,0
258,22,78,10,0
259,22,79,NULL,0
260,22,80,NULL,0
261,22,81,NULL,0
262,22,82,NULL,0
263,22,83,NULL,0
264,22,84,NULL,0
265,23,61,4,0
266,23,62,NULL,0
267,23,63,NULL,0
268,23,64,NULL,0
269,23,65,5,0
270,23,66,8,0
271,23,67,NULL,0
272,23,68,NULL,0
273,23,69,NULL,0
274,23,70,NULL,0
275,23,71,NULL,0
276,23,72,NULL,0
277,24,61,NULL,0
278,24,62,6,0
279,24,63,NULL,0
280,24,64,9,0
281,24,65,NULL,0
282,24,66,NULL,0
283,24,67,5,0
284,24,68,NULL,0
285,24,69,NULL,0
286,24,70,8,0
287,24,71,NULL,0
288,24,72,8,0
289,25,61,6,0
290,25,62,4,0
291,25,63,NULL,0
292,25,64,NULL,0
293,25,65,6,0
294,25,66,4,0
295,25,67,5,0
296,25,68,NULL,0
297,25,69,NULL,0
298,25,70,NULL,0
299,25,71,NULL,0
300,25,72,6,0
301,26,109,9,0
302,26,110,NULL,0
303,26,111,NULL,0
304,26,112,NULL,0
305,26,113,NULL,0
306,26,114,NULL,0
307,26,115,NULL,0
308,26,116,NULL,0
309,26,117,NULL,0
310,26,118,NULL,0
311,26,119,5,0
312,26,120,NULL,0
313,27,25,9,0
314,27,26,NULL,0
315,27,27,NULL,0
316,27,28,NULL,0
317,27,29,NULL,0
318,27,30,NULL,0
319,27,31,5,0
320,27,32,NULL,0
321,27,33,NULL,0
322,27,34,NULL,0
323,27,35,7,0
324,27,36,4,0
325,28,37,NULL,0
326,28,38,NULL,0
327,28,39,NULL,0
328,28,40,NULL,0
329,28,41,NULL,0
330,28,42,NULL,0
331,28,43,10,0
332,28,44,NULL,0
333,28,45,NULL,0
334,28,46,10,0
335,28,47,NULL,0
336,28,48,7,0
337,29,97,6,0
338,29,98,6,0
339,29,99,4,0
340,29,100,6,0
341,29,101,6,0
342,29,102,5,0
343,29,103,10,0
344,29,104,8,0
345,29,105,9,0
346,29,106,10,0
347,29,107,7,0
