GradeID,StudentID,ModuleID,GradeValue,isDeleted
1,2,43,7,0
2,2,45,8,0
3,2,46,6,0
4,2,47,4,0
5,2,51,7,0
6,3,35,9,0
7,3,36,8,0
8,4,1,7,0
9,4,2,9,0
10,4,3,9,0
11,4,4,5,0
12,4,5,9,0
13,4,6,10,0
14,4,7,7,0
15,4,8,10,0
16,4,9,6,0
17,4,10,10,0
18,4,11,5,0
19,4,12,10,0
20,4,13,4,0
21,5,14,10,0
22,5,15,10,0
23,5,16,8,0
24,5,17,4,0
25,5,18,6,0
26,5,19,6,0
27,5,20,10,0
28,5,21,9,0
29,5,22,7,0
30,5,23,10,0
31,5,24,9,0
32,5,25,8,0
33,5,26,6,0
34,6,80,5,0
35,6,85,9,0
36,6,87,4,0
37,7,55,9,0
38,7,56,4,0
39,7,57,7,0
40,7,58,9,0
41,7,59,9,0
42,7,60,6,0
43,7,61,8,0
44,7,62,6,0
45,8,27,5,0
46,8,28,8,0
47,8,29,5,0
48,8,30,5,0
49,8,31,6,0
50,8,32,6,0
51,8,33,4,0
52,9,85,7,0
53,9,86,5,0
54,10,36,10,0
55,10,37,6,0
56,11,42,10,0
57,11,47,9,0
58,11,49,10,0
59,11,54,5,0
60,12,42,6,0
61,12,48,7,0
62,12,53,7,0
63,13,44,7,0
64,13,45,5,0
65,13,47,6,0
66,13,52,10,0
67,13,53,6,0
68,14,80,5,0
69,14,83,4,0
70,14,85,8,0
71,14,87,4,0
72,15,55,8,0
73,15,56,4,0
74,15,57,8,0
75,15,58,10,0
76,15,59,5,0
77,15,60,4,0
78,15,61,6,0
79,15,62,10,0
80,16,27,4,0
81,16,28,7,0
82,16,29,4,0
83,16,30,5,0
84,16,31,4,0
85,16,32,7,0
86,16,33,9,0
87,17,72,5,0
88,17,73,9,0
89,17,74,6,0
90,17,75,9,0
91,17,76,10,0
92,17,77,10,0
93,17,78,5,0
94,17,79,9,0
95,18,90,7,0
96,18,95,6,0
97,18,97,6,0
98,18,99,9,0
99,19,14,9,0
100,19,15,4,0
101,19,16,9,0
102,19,17,6,0
103,19,18,9,0
104,19,19,8,0
105,19,20,9,0
106,19,21,10,0
107,19,22,4,0
108,19,23,6,0
109,19,24,5,0
110,19,25,4,0
111,19,26,5,0
112,20,14,4,0
113,20,15,5,0
114,20,16,10,0
115,20,17,7,0
116,20,18,10,0
117,20,19,4,0
118,20,20,4,0
119,20,21,9,0
120,20,22,4,0
121,20,23,10,0
122,20,24,8,0
123,20,25,7,0
124,20,26,8,0
125,21,94,7,0
126,21,99,4,0
127,22,82,6,0
128,22,85,4,0
129,22,89,8,0
130,23,90,8,0
131,23,92,9,0
132,23,98,4,0
133,25,27,9,0
134,25,28,6,0
135,25,29,10,0
136,25,30,6,0
137,25,31,8,0
138,25,32,4,0
139,25,33,7,0
140,26,27,6,0
141,26,28,7,0
142,26,29,7,0
143,26,30,6,0
144,26,31,9,0
145,26,32,7,0
146,26,33,10,0
147,27,44,8,0
148,28,64,10,0
149,29,36,8,0
150,29,38,10,0
151,29,41,8,0
152,30,91,7,0
153,30,94,10,0
154,30,98,4,0
